slug,recommendation,quality_score,sample_quotes,passive_entry_touch_freq,passive_entry_fill_inferred_freq,passive_exit_opportunity_freq_given_fill,forced_taker_exit_frac_given_fill,time_to_touch_median_ms,hold_median_ms,adverse_mean_bps,ev_bps_per_quote,maker_only_completion_prob,estimated_forced_taker_rate
btc-updown-5m-1774588200,monitor,83.95762907418992,981,0.3598369011213048,0.2782874617737003,0.34798534798534797,0.652014652014652,606.0,2794.0,184.2556043956044,-47.16185524974515,0.09683995922528031,0.18144750254841996
btc-updown-5m-1774589100,monitor,83.16945730996558,801,0.33707865168539325,0.2571785268414482,0.3446601941747573,0.6553398058252428,800.0,3394.0,186.84910891089112,-44.2583226412529,0.08863920099875157,0.16853932584269662
btc-updown-5m-1774588800,ignore,82.65823099739364,1494,0.214190093708166,0.1606425702811245,0.25833333333333336,0.7416666666666667,799.0,3292.0,355.4771666666667,-54.84506024096386,0.041499330655957165,0.11914323962516735
btc-updown-5m-1774588500,ignore,81.64526358645315,1494,0.46586345381526106,0.3467202141900937,0.47297297297297297,0.527027027027027,610.0,3006.0,325.92005825242717,-107.53051551188571,0.16398929049531458,0.18273092369477908
